"Class","Member","Type","Category","Desc"
"Msvm_DiskDrive","SystemName","String","Property","[无描述]"
"Msvm_DiskDrive","TimeOfLastMount","DateTime","Property","[无描述]"
"Msvm_DiskDrive","TimeOfLastStateChange","DateTime","Property","[无描述]"
"Msvm_DiskDrive","TotalMountTime","UInt64","Property","[无描述]"
"Msvm_DiskDrive","TotalPowerOnHours","UInt64","Property","[无描述]"
"Msvm_DiskDrive","TransitioningToState","UInt16","Property","[无描述]"
"Msvm_DiskDrive","UncompressedDataRate","UInt32","Property","[无描述]"
"Msvm_DiskDrive","UnitsDescription","String","Property","[无描述]"
"Msvm_DiskDrive","UnitsUsed","UInt64","Property","[无描述]"
"Msvm_DiskDrive","UnloadTime","UInt64","Property","[无描述]"
"Msvm_DiskDrive","RequestStateChange","Method","Method","[无描述]"
"Msvm_DiskDrive","SetPowerState","Method","Method","[无描述]"
"Msvm_DiskDrive","Reset","Method","Method","[无描述]"
"Msvm_DiskDrive","EnableDevice","Method","Method","[无描述]"
"Msvm_DiskDrive","OnlineDevice","Method","Method","[无描述]"
"Msvm_DiskDrive","QuiesceDevice","Method","Method","[无描述]"
"Msvm_DiskDrive","SaveProperties","Method","Method","[无描述]"
"Msvm_DiskDrive","RestoreProperties","Method","Method","[无描述]"
"Msvm_DiskDrive","LockMedia","Method","Method","[无描述]"
"CIM_DisketteDrive","AdditionalAvailability","UInt16","Property","[无描述]"
"CIM_DisketteDrive","Availability","UInt16","Property","[无描述]"
"CIM_DisketteDrive","AvailableRequestedStates","UInt16","Property","[无描述]"
"CIM_DisketteDrive","Capabilities","UInt16","Property","[无描述]"
"CIM_DisketteDrive","CapabilityDescriptions","String","Property","[无描述]"
"CIM_DisketteDrive","Caption","String","Property","[无描述]"
"CIM_DisketteDrive","CommunicationStatus","UInt16","Property","[无描述]"
"CIM_DisketteDrive","CompressionMethod","String","Property","[无描述]"
"CIM_DisketteDrive","CreationClassName","String","Property","[无描述]"
"CIM_DisketteDrive","DefaultBlockSize","UInt64","Property","[无描述]"
"CIM_DisketteDrive","Description","String","Property","[无描述]"
"CIM_DisketteDrive","DetailedStatus","UInt16","Property","[无描述]"
"CIM_DisketteDrive","DeviceID","String","Property","[无描述]"
"CIM_DisketteDrive","ElementName","String","Property","[无描述]"
"CIM_DisketteDrive","EnabledDefault","UInt16","Property","[无描述]"
"CIM_DisketteDrive","EnabledState","UInt16","Property","[无描述]"
"CIM_DisketteDrive","ErrorCleared","Boolean","Property","[无描述]"
"CIM_DisketteDrive","ErrorDescription","String","Property","[无描述]"
"CIM_DisketteDrive","ErrorMethodology","String","Property","[无描述]"
"CIM_DisketteDrive","HealthState","UInt16","Property","[无描述]"
"CIM_DisketteDrive","IdentifyingDescriptions","String","Property","[无描述]"
"CIM_DisketteDrive","InstallDate","DateTime","Property","[无描述]"
"CIM_DisketteDrive","InstanceID","String","Property","[无描述]"
"CIM_DisketteDrive","LastCleaned","DateTime","Property","[无描述]"
"CIM_DisketteDrive","LastErrorCode","UInt32","Property","[无描述]"
"CIM_DisketteDrive","LoadTime","UInt64","Property","[无描述]"
"CIM_DisketteDrive","MaxAccessTime","UInt64","Property","[无描述]"
"CIM_DisketteDrive","MaxBlockSize","UInt64","Property","[无描述]"
"CIM_DisketteDrive","MaxMediaSize","UInt64","Property","[无描述]"
"CIM_DisketteDrive","MaxQuiesceTime","UInt64","Property","[无描述]"
"CIM_DisketteDrive","MaxUnitsBeforeCleaning","UInt64","Property","[无描述]"
"CIM_DisketteDrive","MediaIsLocked","Boolean","Property","[无描述]"
"CIM_DisketteDrive","MinBlockSize","UInt64","Property","[无描述]"
"CIM_DisketteDrive","MountCount","UInt64","Property","[无描述]"
"CIM_DisketteDrive","Name","String","Property","[无描述]"
"CIM_DisketteDrive","NeedsCleaning","Boolean","Property","[无描述]"
"CIM_DisketteDrive","NumberOfMediaSupported","UInt32","Property","[无描述]"
"CIM_DisketteDrive","OperatingStatus","UInt16","Property","[无描述]"
"CIM_DisketteDrive","OperationalStatus","UInt16","Property","[无描述]"
"CIM_DisketteDrive","OtherEnabledState","String","Property","[无描述]"
"CIM_DisketteDrive","OtherIdentifyingInfo","String","Property","[无描述]"
"CIM_DisketteDrive","PowerManagementCapabilities","UInt16","Property","[无描述]"
"CIM_DisketteDrive","PowerManagementSupported","Boolean","Property","[无描述]"
"CIM_DisketteDrive","PowerOnHours","UInt64","Property","[无描述]"
"CIM_DisketteDrive","PrimaryStatus","UInt16","Property","[无描述]"
"CIM_DisketteDrive","RequestedState","UInt16","Property","[无描述]"
"CIM_DisketteDrive","Security","UInt16","Property","[无描述]"
"CIM_DisketteDrive","Status","String","Property","[无描述]"
"CIM_DisketteDrive","StatusDescriptions","String","Property","[无描述]"
"CIM_DisketteDrive","StatusInfo","UInt16","Property","[无描述]"
"CIM_DisketteDrive","SystemCreationClassName","String","Property","[无描述]"
"CIM_DisketteDrive","SystemName","String","Property","[无描述]"
"CIM_DisketteDrive","TimeOfLastMount","DateTime","Property","[无描述]"
"CIM_DisketteDrive","TimeOfLastStateChange","DateTime","Property","[无描述]"
"CIM_DisketteDrive","TotalMountTime","UInt64","Property","[无描述]"
"CIM_DisketteDrive","TotalPowerOnHours","UInt64","Property","[无描述]"
"CIM_DisketteDrive","TransitioningToState","UInt16","Property","[无描述]"
"CIM_DisketteDrive","UncompressedDataRate","UInt32","Property","[无描述]"
"CIM_DisketteDrive","UnitsDescription","String","Property","[无描述]"
"CIM_DisketteDrive","UnitsUsed","UInt64","Property","[无描述]"
"CIM_DisketteDrive","UnloadTime","UInt64","Property","[无描述]"
"CIM_DisketteDrive","RequestStateChange","Method","Method","[无描述]"
"CIM_DisketteDrive","SetPowerState","Method","Method","[无描述]"
"CIM_DisketteDrive","Reset","Method","Method","[无描述]"
"CIM_DisketteDrive","EnableDevice","Method","Method","[无描述]"
"CIM_DisketteDrive","OnlineDevice","Method","Method","[无描述]"
"CIM_DisketteDrive","QuiesceDevice","Method","Method","[无描述]"
"CIM_DisketteDrive","SaveProperties","Method","Method","[无描述]"
"CIM_DisketteDrive","RestoreProperties","Method","Method","[无描述]"
"CIM_DisketteDrive","LockMedia","Method","Method","[无描述]"
"Msvm_DisketteDrive","AdditionalAvailability","UInt16","Property","[无描述]"
"Msvm_DisketteDrive","Availability","UInt16","Property","[无描述]"
"Msvm_DisketteDrive","AvailableRequestedStates","UInt16","Property","[无描述]"
"Msvm_DisketteDrive","Capabilities","UInt16","Property","[无描述]"
"Msvm_DisketteDrive","CapabilityDescriptions","String","Property","[无描述]"
"Msvm_DisketteDrive","Caption","String","Property","[无描述]"
"Msvm_DisketteDrive","CommunicationStatus","UInt16","Property","[无描述]"
"Msvm_DisketteDrive","CompressionMethod","String","Property","[无描述]"
"Msvm_DisketteDrive","CreationClassName","String","Property","[无描述]"
"Msvm_DisketteDrive","DefaultBlockSize","UInt64","Property","[无描述]"
"Msvm_DisketteDrive","Description","String","Property","[无描述]"
"Msvm_DisketteDrive","DetailedStatus","UInt16","Property","[无描述]"
"Msvm_DisketteDrive","DeviceID","String","Property","[无描述]"
"Msvm_DisketteDrive","ElementName","String","Property","[无描述]"
"Msvm_DisketteDrive","EnabledDefault","UInt16","Property","[无描述]"
"Msvm_DisketteDrive","EnabledState","UInt16","Property","[无描述]"
"Msvm_DisketteDrive","ErrorCleared","Boolean","Property","[无描述]"
"Msvm_DisketteDrive","ErrorDescription","String","Property","[无描述]"
"Msvm_DisketteDrive","ErrorMethodology","String","Property","[无描述]"
"Msvm_DisketteDrive","HealthState","UInt16","Property","[无描述]"
"Msvm_DisketteDrive","IdentifyingDescriptions","String","Property","[无描述]"
"Msvm_DisketteDrive","InstallDate","DateTime","Property","[无描述]"
"Msvm_DisketteDrive","InstanceID","String","Property","[无描述]"
"Msvm_DisketteDrive","LastCleaned","DateTime","Property","[无描述]"
"Msvm_DisketteDrive","LastErrorCode","UInt32","Property","[无描述]"
"Msvm_DisketteDrive","LoadTime","UInt64","Property","[无描述]"
"Msvm_DisketteDrive","MaxAccessTime","UInt64","Property","[无描述]"
"Msvm_DisketteDrive","MaxBlockSize","UInt64","Property","[无描述]"
"Msvm_DisketteDrive","MaxMediaSize","UInt64","Property","[无描述]"
"Msvm_DisketteDrive","MaxQuiesceTime","UInt64","Property","[无描述]"
"Msvm_DisketteDrive","MaxUnitsBeforeCleaning","UInt64","Property","[无描述]"
"Msvm_DisketteDrive","MediaIsLocked","Boolean","Property","[无描述]"
"Msvm_DisketteDrive","MinBlockSize","UInt64","Property","[无描述]"
"Msvm_DisketteDrive","MountCount","UInt64","Property","[无描述]"
"Msvm_DisketteDrive","Name","String","Property","[无描述]"
"Msvm_DisketteDrive","NeedsCleaning","Boolean","Property","[无描述]"
"Msvm_DisketteDrive","NumberOfMediaSupported","UInt32","Property","[无描述]"
"Msvm_DisketteDrive","OperatingStatus","UInt16","Property","[无描述]"
"Msvm_DisketteDrive","OperationalStatus","UInt16","Property","[无描述]"
"Msvm_DisketteDrive","OtherEnabledState","String","Property","[无描述]"
"Msvm_DisketteDrive","OtherIdentifyingInfo","String","Property","[无描述]"
"Msvm_DisketteDrive","PowerManagementCapabilities","UInt16","Property","[无描述]"
"Msvm_DisketteDrive","PowerManagementSupported","Boolean","Property","[无描述]"
"Msvm_DisketteDrive","PowerOnHours","UInt64","Property","[无描述]"
"Msvm_DisketteDrive","PrimaryStatus","UInt16","Property","[无描述]"
"Msvm_DisketteDrive","RequestedState","UInt16","Property","[无描述]"
"Msvm_DisketteDrive","Security","UInt16","Property","[无描述]"
"Msvm_DisketteDrive","Status","String","Property","[无描述]"
"Msvm_DisketteDrive","StatusDescriptions","String","Property","[无描述]"
"Msvm_DisketteDrive","StatusInfo","UInt16","Property","[无描述]"
"Msvm_DisketteDrive","SystemCreationClassName","String","Property","[无描述]"
"Msvm_DisketteDrive","SystemName","String","Property","[无描述]"
"Msvm_DisketteDrive","TimeOfLastMount","DateTime","Property","[无描述]"
"Msvm_DisketteDrive","TimeOfLastStateChange","DateTime","Property","[无描述]"
"Msvm_DisketteDrive","TotalMountTime","UInt64","Property","[无描述]"
"Msvm_DisketteDrive","TotalPowerOnHours","UInt64","Property","[无描述]"
"Msvm_DisketteDrive","TransitioningToState","UInt16","Property","[无描述]"
"Msvm_DisketteDrive","UncompressedDataRate","UInt32","Property","[无描述]"
"Msvm_DisketteDrive","UnitsDescription","String","Property","[无描述]"
"Msvm_DisketteDrive","UnitsUsed","UInt64","Property","[无描述]"
"Msvm_DisketteDrive","UnloadTime","UInt64","Property","[无描述]"
"Msvm_DisketteDrive","RequestStateChange","Method","Method","[无描述]"
"Msvm_DisketteDrive","SetPowerState","Method","Method","[无描述]"
"Msvm_DisketteDrive","Reset","Method","Method","[无描述]"
"Msvm_DisketteDrive","EnableDevice","Method","Method","[无描述]"
"Msvm_DisketteDrive","OnlineDevice","Method","Method","[无描述]"
"Msvm_DisketteDrive","QuiesceDevice","Method","Method","[无描述]"
"Msvm_DisketteDrive","SaveProperties","Method","Method","[无描述]"
"Msvm_DisketteDrive","RestoreProperties","Method","Method","[无描述]"
"Msvm_DisketteDrive","LockMedia","Method","Method","[无描述]"
"CIM_TapeDrive","AdditionalAvailability","UInt16","Property","[无描述]"
"CIM_TapeDrive","Availability","UInt16","Property","[无描述]"
"CIM_TapeDrive","AvailableRequestedStates","UInt16","Property","[无描述]"
"CIM_TapeDrive","Capabilities","UInt16","Property","[无描述]"
"CIM_TapeDrive","CapabilityDescriptions","String","Property","[无描述]"
"CIM_TapeDrive","Caption","String","Property","[无描述]"
"CIM_TapeDrive","CommunicationStatus","UInt16","Property","[无描述]"
"CIM_TapeDrive","CompressionMethod","String","Property","[无描述]"
"CIM_TapeDrive","CreationClassName","String","Property","[无描述]"
"CIM_TapeDrive","DefaultBlockSize","UInt64","Property","[无描述]"
"CIM_TapeDrive","Description","String","Property","[无描述]"
"CIM_TapeDrive","DetailedStatus","UInt16","Property","[无描述]"
"CIM_TapeDrive","DeviceID","String","Property","[无描述]"
"CIM_TapeDrive","ElementName","String","Property","[无描述]"
"CIM_TapeDrive","EnabledDefault","UInt16","Property","[无描述]"
"CIM_TapeDrive","EnabledState","UInt16","Property","[无描述]"
"CIM_TapeDrive","EOTWarningZoneSize","UInt32","Property","EOTWarningZoneSize indicates the size, in bytes, of the area designated as 'end of tape'. Access in this area generates an 'end of tape' warning."
"CIM_TapeDrive","ErrorCleared","Boolean","Property","[无描述]"
"CIM_TapeDrive","ErrorDescription","String","Property","[无描述]"
"CIM_TapeDrive","ErrorMethodology","String","Property","[无描述]"
"CIM_TapeDrive","HealthState","UInt16","Property","[无描述]"
"CIM_TapeDrive","IdentifyingDescriptions","String","Property","[无描述]"
"CIM_TapeDrive","InstallDate","DateTime","Property","[无描述]"
"CIM_TapeDrive","InstanceID","String","Property","[无描述]"
"CIM_TapeDrive","LastCleaned","DateTime","Property","[无描述]"
"CIM_TapeDrive","LastErrorCode","UInt32","Property","[无描述]"
"CIM_TapeDrive","LoadTime","UInt64","Property","[无描述]"
"CIM_TapeDrive","MaxAccessTime","UInt64","Property","[无描述]"
"CIM_TapeDrive","MaxBlockSize","UInt64","Property","[无描述]"
"CIM_TapeDrive","MaxMediaSize","UInt64","Property","[无描述]"
"CIM_TapeDrive","MaxPartitionCount","UInt32","Property","Maximum partition count for the TapeDrive."
"CIM_TapeDrive","MaxQuiesceTime","UInt64","Property","[无描述]"
"CIM_TapeDrive","MaxRewindTime","UInt64","Property","Time in milliseconds to move from the most physically distant point on the tape to the beginning."
"CIM_TapeDrive","MaxUnitsBeforeCleaning","UInt64","Property","[无描述]"
"CIM_TapeDrive","MediaIsLocked","Boolean","Property","[无描述]"
"CIM_TapeDrive","MinBlockSize","UInt64","Property","[无描述]"
"CIM_TapeDrive","MountCount","UInt64","Property","[无描述]"
"CIM_TapeDrive","Name","String","Property","[无描述]"
"CIM_TapeDrive","NeedsCleaning","Boolean","Property","[无描述]"
"CIM_TapeDrive","NumberOfMediaSupported","UInt32","Property","[无描述]"
"CIM_TapeDrive","OperatingStatus","UInt16","Property","[无描述]"
"CIM_TapeDrive","OperationalStatus","UInt16","Property","[无描述]"
"CIM_TapeDrive","OtherEnabledState","String","Property","[无描述]"
"CIM_TapeDrive","OtherIdentifyingInfo","String","Property","[无描述]"
"CIM_TapeDrive","Padding","UInt32","Property","Padding indicates the number of bytes inserted between blocks on a tape Media."
"CIM_TapeDrive","PowerManagementCapabilities","UInt16","Property","[无描述]"
"CIM_TapeDrive","PowerManagementSupported","Boolean","Property","[无描述]"
"CIM_TapeDrive","PowerOnHours","UInt64","Property","[无描述]"
"CIM_TapeDrive","PrimaryStatus","UInt16","Property","[无描述]"
"CIM_TapeDrive","RequestedState","UInt16","Property","[无描述]"
"CIM_TapeDrive","Security","UInt16","Property","[无描述]"
"CIM_TapeDrive","Status","String","Property","[无描述]"
"CIM_TapeDrive","StatusDescriptions","String","Property","[无描述]"
"CIM_TapeDrive","StatusInfo","UInt16","Property","[无描述]"
"CIM_TapeDrive","SystemCreationClassName","String","Property","[无描述]"
"CIM_TapeDrive","SystemName","String","Property","[无描述]"
"CIM_TapeDrive","TimeOfLastMount","DateTime","Property","[无描述]"
"CIM_TapeDrive","TimeOfLastStateChange","DateTime","Property","[无描述]"
"CIM_TapeDrive","TotalMountTime","UInt64","Property","[无描述]"
"CIM_TapeDrive","TotalPowerOnHours","UInt64","Property","[无描述]"
"CIM_TapeDrive","TransitioningToState","UInt16","Property","[无描述]"
"CIM_TapeDrive","UncompressedDataRate","UInt32","Property","[无描述]"
"CIM_TapeDrive","UnitsDescription","String","Property","[无描述]"
"CIM_TapeDrive","UnitsUsed","UInt64","Property","[无描述]"
"CIM_TapeDrive","UnloadTime","UInt64","Property","[无描述]"
"CIM_TapeDrive","RequestStateChange","Method","Method","[无描述]"
"CIM_TapeDrive","SetPowerState","Method","Method","[无描述]"
"CIM_TapeDrive","Reset","Method","Method","[无描述]"
"CIM_TapeDrive","EnableDevice","Method","Method","[无描述]"
"CIM_TapeDrive","OnlineDevice","Method","Method","[无描述]"
"CIM_TapeDrive","QuiesceDevice","Method","Method","[无描述]"
"CIM_TapeDrive","SaveProperties","Method","Method","[无描述]"
"CIM_TapeDrive","RestoreProperties","Method","Method","[无描述]"
"CIM_TapeDrive","LockMedia","Method","Method","[无描述]"
"CIM_CDROMDrive","AdditionalAvailability","UInt16","Property","[无描述]"
"CIM_CDROMDrive","Availability","UInt16","Property","[无描述]"
"CIM_CDROMDrive","AvailableRequestedStates","UInt16","Property","[无描述]"
"CIM_CDROMDrive","Capabilities","UInt16","Property","[无描述]"
"CIM_CDROMDrive","CapabilityDescriptions","String","Property","[无描述]"
"CIM_CDROMDrive","Caption","String","Property","[无描述]"
"CIM_CDROMDrive","CommunicationStatus","UInt16","Property","[无描述]"
"CIM_CDROMDrive","CompressionMethod","String","Property","[无描述]"
"CIM_CDROMDrive","CreationClassName","String","Property","[无描述]"
"CIM_CDROMDrive","DefaultBlockSize","UInt64","Property","[无描述]"
"CIM_CDROMDrive","Description","String","Property","[无描述]"
"CIM_CDROMDrive","DetailedStatus","UInt16","Property","[无描述]"
"CIM_CDROMDrive","DeviceID","String","Property","[无描述]"
"CIM_CDROMDrive","ElementName","String","Property","[无描述]"
"CIM_CDROMDrive","EnabledDefault","UInt16","Property","[无描述]"
"CIM_CDROMDrive","EnabledState","UInt16","Property","[无描述]"
"CIM_CDROMDrive","ErrorCleared","Boolean","Property","[无描述]"
"CIM_CDROMDrive","ErrorDescription","String","Property","[无描述]"
"CIM_CDROMDrive","ErrorMethodology","String","Property","[无描述]"
"CIM_CDROMDrive","HealthState","UInt16","Property","[无描述]"
"CIM_CDROMDrive","IdentifyingDescriptions","String","Property","[无描述]"
"CIM_CDROMDrive","InstallDate","DateTime","Property","[无描述]"
"CIM_CDROMDrive","InstanceID","String","Property","[无描述]"
"CIM_CDROMDrive","LastCleaned","DateTime","Property","[无描述]"
"CIM_CDROMDrive","LastErrorCode","UInt32","Property","[无描述]"
"CIM_CDROMDrive","LoadTime","UInt64","Property","[无描述]"
"CIM_CDROMDrive","MaxAccessTime","UInt64","Property","[无描述]"
"CIM_CDROMDrive","MaxBlockSize","UInt64","Property","[无描述]"
"CIM_CDROMDrive","MaxMediaSize","UInt64","Property","[无描述]"
"CIM_CDROMDrive","MaxQuiesceTime","UInt64","Property","[无描述]"
"CIM_CDROMDrive","MaxUnitsBeforeCleaning","UInt64","Property","[无描述]"
"CIM_CDROMDrive","MediaIsLocked","Boolean","Property","[无描述]"
"CIM_CDROMDrive","MinBlockSize","UInt64","Property","[无描述]"
"CIM_CDROMDrive","MountCount","UInt64","Property","[无描述]"
"CIM_CDROMDrive","Name","String","Property","[无描述]"
"CIM_CDROMDrive","NeedsCleaning","Boolean","Property","[无描述]"
"CIM_CDROMDrive","NumberOfMediaSupported","UInt32","Property","[无描述]"
"CIM_CDROMDrive","OperatingStatus","UInt16","Property","[无描述]"
"CIM_CDROMDrive","OperationalStatus","UInt16","Property","[无描述]"
"CIM_CDROMDrive","OtherEnabledState","String","Property","[无描述]"
"CIM_CDROMDrive","OtherIdentifyingInfo","String","Property","[无描述]"
"CIM_CDROMDrive","PowerManagementCapabilities","UInt16","Property","[无描述]"
"CIM_CDROMDrive","PowerManagementSupported","Boolean","Property","[无描述]"
"CIM_CDROMDrive","PowerOnHours","UInt64","Property","[无描述]"
"CIM_CDROMDrive","PrimaryStatus","UInt16","Property","[无描述]"
"CIM_CDROMDrive","RequestedState","UInt16","Property","[无描述]"
"CIM_CDROMDrive","Security","UInt16","Property","[无描述]"
"CIM_CDROMDrive","Status","String","Property","[无描述]"
"CIM_CDROMDrive","StatusDescriptions","String","Property","[无描述]"
"CIM_CDROMDrive","StatusInfo","UInt16","Property","[无描述]"
"CIM_CDROMDrive","SystemCreationClassName","String","Property","[无描述]"
"CIM_CDROMDrive","SystemName","String","Property","[无描述]"
"CIM_CDROMDrive","TimeOfLastMount","DateTime","Property","[无描述]"
"CIM_CDROMDrive","TimeOfLastStateChange","DateTime","Property","[无描述]"
"CIM_CDROMDrive","TotalMountTime","UInt64","Property","[无描述]"
"CIM_CDROMDrive","TotalPowerOnHours","UInt64","Property","[无描述]"
"CIM_CDROMDrive","TransitioningToState","UInt16","Property","[无描述]"
"CIM_CDROMDrive","UncompressedDataRate","UInt32","Property","[无描述]"
"CIM_CDROMDrive","UnitsDescription","String","Property","[无描述]"
"CIM_CDROMDrive","UnitsUsed","UInt64","Property","[无描述]"
"CIM_CDROMDrive","UnloadTime","UInt64","Property","[无描述]"
"CIM_CDROMDrive","RequestStateChange","Method","Method","[无描述]"
"CIM_CDROMDrive","SetPowerState","Method","Method","[无描述]"
"CIM_CDROMDrive","Reset","Method","Method","[无描述]"
"CIM_CDROMDrive","EnableDevice","Method","Method","[无描述]"
"CIM_CDROMDrive","OnlineDevice","Method","Method","[无描述]"
"CIM_CDROMDrive","QuiesceDevice","Method","Method","[无描述]"
"CIM_CDROMDrive","SaveProperties","Method","Method","[无描述]"
"CIM_CDROMDrive","RestoreProperties","Method","Method","[无描述]"
"CIM_CDROMDrive","LockMedia","Method","Method","[无描述]"
"CIM_DVDDrive","AdditionalAvailability","UInt16","Property","[无描述]"
"CIM_DVDDrive","Availability","UInt16","Property","[无描述]"
"CIM_DVDDrive","AvailableRequestedStates","UInt16","Property","[无描述]"
"CIM_DVDDrive","Capabilities","UInt16","Property","[无描述]"
"CIM_DVDDrive","CapabilityDescriptions","String","Property","[无描述]"
"CIM_DVDDrive","Caption","String","Property","[无描述]"
"CIM_DVDDrive","CommunicationStatus","UInt16","Property","[无描述]"
"CIM_DVDDrive","CompressionMethod","String","Property","[无描述]"
"CIM_DVDDrive","CreationClassName","String","Property","[无描述]"
"CIM_DVDDrive","DefaultBlockSize","UInt64","Property","[无描述]"
"CIM_DVDDrive","Description","String","Property","[无描述]"
"CIM_DVDDrive","DetailedStatus","UInt16","Property","[无描述]"
"CIM_DVDDrive","DeviceID","String","Property","[无描述]"
"CIM_DVDDrive","ElementName","String","Property","[无描述]"
"CIM_DVDDrive","EnabledDefault","UInt16","Property","[无描述]"
"CIM_DVDDrive","EnabledState","UInt16","Property","[无描述]"
"CIM_DVDDrive","ErrorCleared","Boolean","Property","[无描述]"
"CIM_DVDDrive","ErrorDescription","String","Property","[无描述]"
"CIM_DVDDrive","ErrorMethodology","String","Property","[无描述]"
"CIM_DVDDrive","FormatsSupported","UInt16","Property","The CD and DVD formats that are supported by this Device. For example, the Drive may support ""CD-ROM"" and ""DVD-RAM"". In this case, the values 16 and 24 would be written to the array. This property's values align with those defined in PhysicalMedia.MediaType. [枚举值: 0 - Unknown; 1 - Other; 16 - CD-ROM; 17 - CD-ROM/XA; 18 - CD-I; 19 - CD Recordable; 22 - DVD; 23 - DVD-RW+; 24 - DVD-RAM; 25 - DVD-ROM; 26 - DVD-Video; 27 - Divx; 33 - CD-RW; 34 - CD-DA; 35 - CD+; 36 - DVD Recordable; 37 - DVD-RW; 38 - DVD-Audio; 39 - DVD-5; 40 - DVD-9; 41 - DVD-10; 42 - DVD-18]"
"CIM_DVDDrive","HealthState","UInt16","Property","[无描述]"
"CIM_DVDDrive","IdentifyingDescriptions","String","Property","[无描述]"
"CIM_DVDDrive","InstallDate","DateTime","Property","[无描述]"
"CIM_DVDDrive","InstanceID","String","Property","[无描述]"
"CIM_DVDDrive","LastCleaned","DateTime","Property","[无描述]"
"CIM_DVDDrive","LastErrorCode","UInt32","Property","[无描述]"
"CIM_DVDDrive","LoadTime","UInt64","Property","[无描述]"
"CIM_DVDDrive","MaxAccessTime","UInt64","Property","[无描述]"
"CIM_DVDDrive","MaxBlockSize","UInt64","Property","[无描述]"
"CIM_DVDDrive","MaxMediaSize","UInt64","Property","[无描述]"
"CIM_DVDDrive","MaxQuiesceTime","UInt64","Property","[无描述]"
"CIM_DVDDrive","MaxUnitsBeforeCleaning","UInt64","Property","[无描述]"
"CIM_DVDDrive","MediaIsLocked","Boolean","Property","[无描述]"
"CIM_DVDDrive","MinBlockSize","UInt64","Property","[无描述]"
"CIM_DVDDrive","MountCount","UInt64","Property","[无描述]"
"CIM_DVDDrive","Name","String","Property","[无描述]"
"CIM_DVDDrive","NeedsCleaning","Boolean","Property","[无描述]"
"CIM_DVDDrive","NumberOfMediaSupported","UInt32","Property","[无描述]"
"CIM_DVDDrive","OperatingStatus","UInt16","Property","[无描述]"
"CIM_DVDDrive","OperationalStatus","UInt16","Property","[无描述]"
"CIM_DVDDrive","OtherEnabledState","String","Property","[无描述]"
"CIM_DVDDrive","OtherIdentifyingInfo","String","Property","[无描述]"
"CIM_DVDDrive","PowerManagementCapabilities","UInt16","Property","[无描述]"
"CIM_DVDDrive","PowerManagementSupported","Boolean","Property","[无描述]"
"CIM_DVDDrive","PowerOnHours","UInt64","Property","[无描述]"
"CIM_DVDDrive","PrimaryStatus","UInt16","Property","[无描述]"
"CIM_DVDDrive","RequestedState","UInt16","Property","[无描述]"
"CIM_DVDDrive","Security","UInt16","Property","[无描述]"
"CIM_DVDDrive","Status","String","Property","[无描述]"
"CIM_DVDDrive","StatusDescriptions","String","Property","[无描述]"
"CIM_DVDDrive","StatusInfo","UInt16","Property","[无描述]"
"CIM_DVDDrive","SystemCreationClassName","String","Property","[无描述]"
"CIM_DVDDrive","SystemName","String","Property","[无描述]"
"CIM_DVDDrive","TimeOfLastMount","DateTime","Property","[无描述]"
"CIM_DVDDrive","TimeOfLastStateChange","DateTime","Property","[无描述]"
"CIM_DVDDrive","TotalMountTime","UInt64","Property","[无描述]"
"CIM_DVDDrive","TotalPowerOnHours","UInt64","Property","[无描述]"
"CIM_DVDDrive","TransitioningToState","UInt16","Property","[无描述]"
"CIM_DVDDrive","UncompressedDataRate","UInt32","Property","[无描述]"
"CIM_DVDDrive","UnitsDescription","String","Property","[无描述]"
"CIM_DVDDrive","UnitsUsed","UInt64","Property","[无描述]"
"CIM_DVDDrive","UnloadTime","UInt64","Property","[无描述]"
"CIM_DVDDrive","RequestStateChange","Method","Method","[无描述]"
"CIM_DVDDrive","SetPowerState","Method","Method","[无描述]"
"CIM_DVDDrive","Reset","Method","Method","[无描述]"
"CIM_DVDDrive","EnableDevice","Method","Method","[无描述]"
"CIM_DVDDrive","OnlineDevice","Method","Method","[无描述]"
"CIM_DVDDrive","QuiesceDevice","Method","Method","[无描述]"
"CIM_DVDDrive","SaveProperties","Method","Method","[无描述]"
"CIM_DVDDrive","RestoreProperties","Method","Method","[无描述]"
"CIM_DVDDrive","LockMedia","Method","Method","[无描述]"
"Msvm_DVDDrive","AdditionalAvailability","UInt16","Property","[无描述]"
"Msvm_DVDDrive","Availability","UInt16","Property","[无描述]"
"Msvm_DVDDrive","AvailableRequestedStates","UInt16","Property","[无描述]"
"Msvm_DVDDrive","Capabilities","UInt16","Property","[无描述]"
"Msvm_DVDDrive","CapabilityDescriptions","String","Property","[无描述]"
"Msvm_DVDDrive","Caption","String","Property","[无描述]"
"Msvm_DVDDrive","CommunicationStatus","UInt16","Property","[无描述]"
"Msvm_DVDDrive","CompressionMethod","String","Property","[无描述]"
"Msvm_DVDDrive","CreationClassName","String","Property","[无描述]"
"Msvm_DVDDrive","DefaultBlockSize","UInt64","Property","[无描述]"
"Msvm_DVDDrive","Description","String","Property","[无描述]"
"Msvm_DVDDrive","DetailedStatus","UInt16","Property","[无描述]"
"Msvm_DVDDrive","DeviceID","String","Property","[无描述]"
"Msvm_DVDDrive","ElementName","String","Property","[无描述]"
"Msvm_DVDDrive","EnabledDefault","UInt16","Property","[无描述]"
"Msvm_DVDDrive","EnabledState","UInt16","Property","[无描述]"
"Msvm_DVDDrive","ErrorCleared","Boolean","Property","[无描述]"
